Id,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,GarageCars,PoolArea,MiscVal,LotArea,SaleCondition,Alley,SalePrice
1344,OldTown,TwnhsE,SLvl,10,1,2011,958.0,1032,2,3,2.0,0.0,0.0,14695.0,Normal,,351220
975,NWAmes,1Fam,1Story,9,9,1921,487.0,1621,1,5,,0.0,,6482.0,Normal,,330887
721,Sawyer,1Fam,2Story,6,7,1945,604.0,1356,2,3,1.0,0.0,0.0,9451.0,Normal,,266530
1205,NorthAmes,Duplex,2Story,7,1,1979,1255.0,1599,0,4,1.0,0.0,0.0,8303.0,Normal,,320783
378,Mitchel,1Fam,1.5Fin,8,4,1976,917.0,1416,1,2,1.0,0.0,0.0,8881.0,Normal,,319928
287,CollgCr,1Fam,2Story,5,2,1984,,1376,1,1,2.0,0.0,,,Normal,,281658
1469,NorthAmes,TwnhsE,1Story,4,2,1960,1271.0,771,0,3,3.0,0.0,0.0,4456.0,Normal,,208161
753,Gilbert,Duplex,2Story,5,4,1918,1588.0,919,3,3,3.0,0.0,0.0,4974.0,Normal,,255045
127,Somerst,2fmCon,2Story,6,1,1969,686.0,1321,2,4,1.0,0.0,0.0,4938.0,Normal,,279782
328,NWAmes,1Fam,1Story,4,5,1989,1342.0,2064,2,2,3.0,0.0,0.0,12038.0,Normal,Grvl,329329
293,Gilbert,1Fam,2Story,6,8,1980,873.0,1435,3,3,2.0,0.0,0.0,6034.0,Partial,,297407
567,NWAmes,1Fam,1Story,6,10,1989,1028.0,524,2,4,2.0,0.0,0.0,2924.0,Normal,,251915
1396,Edwards,1Fam,2Story,8,1,1997,,3070,3,2,2.0,0.0,0.0,8886.0,Abnorml,,433542
671,NorthAmes,1Fam,1Story,6,2,1978,1387.0,1894,1,6,4.0,,0.0,15108.0,Normal,,354284
356,Edwards,1Fam,1Story,6,7,2017,898.0,1231,2,3,,0.0,11540.0,4908.0,Family,,287477
1246,NorthAmes,2fmCon,2Story,8,10,1964,,1381,1,3,2.0,0.0,0.0,4394.0,Normal,,384562
171,Gilbert,1Fam,2Story,6,1,1973,482.0,1404,2,4,2.0,0.0,0.0,5193.0,Normal,,293772
1392,Gilbert,1Fam,1Story,8,2,2006,823.0,647,1,3,2.0,0.0,0.0,5774.0,Partial,,300643
529,Gilbert,TwnhsE,1Story,6,9,1929,1444.0,1583,1,3,1.0,0.0,11293.0,9226.0,Normal,,285671
644,Mitchel,1Fam,1Story,6,1,1969,1067.0,1597,2,5,1.0,141.0,0.0,3821.0,Abnorml,,307484
1296,Sawyer,1Fam,1Story,8,1,1924,920.0,1160,2,3,2.0,0.0,0.0,7712.0,Normal,Pave,300821
210,Mitchel,Duplex,1.5Fin,9,2,1962,1408.0,1110,1,2,2.0,0.0,0.0,55623.0,Normal,,336992
621,NorthAmes,Duplex,2Story,6,8,1995,382.0,2465,1,3,3.0,0.0,0.0,5457.0,Normal,,361956
1350,Edwards,2fmCon,1Story,7,6,2000,1142.0,1284,1,5,2.0,0.0,0.0,7241.0,Normal,,300038
141,Somerst,1Fam,2Story,6,5,1903,1193.0,1509,2,4,2.0,0.0,0.0,9079.0,Partial,,312079
1101,Somerst,1Fam,SLvl,7,2,1978,1195.0,749,2,3,2.0,0.0,6879.0,13346.0,Normal,,280827
1055,Edwards,1Fam,2Story,5,2,1965,1175.0,1152,1,3,2.0,0.0,0.0,6153.0,Normal,,261492
1171,Somerst,1Fam,1.5Fin,10,9,1942,1478.0,1221,2,3,1.0,0.0,0.0,11842.0,Normal,,342615
1214,Sawyer,1Fam,2Story,7,2,1919,1011.0,940,2,3,1.0,0.0,0.0,12675.0,Normal,,286197
818,Sawyer,2fmCon,2Story,6,9,2017,1489.0,1253,1,3,3.0,,0.0,12642.0,Normal,,293864
1247,Somerst,1Fam,2Story,4,3,1950,995.0,1596,1,3,1.0,,0.0,8242.0,Normal,,265749
616,CollgCr,1Fam,1Story,9,5,1979,782.0,1294,2,4,,,0.0,8643.0,Normal,,331411
200,NorthAmes,Twnhs,2Story,5,7,2021,576.0,1571,2,2,2.0,0.0,0.0,4575.0,Normal,,283076
1051,NWAmes,TwnhsE,1Story,7,10,1997,595.0,865,2,3,2.0,0.0,0.0,5926.0,Normal,,254357
1241,Edwards,TwnhsE,SLvl,9,10,2017,,1665,2,3,2.0,0.0,0.0,6703.0,Normal,,361051
731,Somerst,1Fam,SLvl,9,9,1983,1511.0,1226,2,2,2.0,0.0,0.0,8936.0,Normal,,372616
746,NorthAmes,1Fam,2Story,10,6,2008,127.0,1541,2,3,4.0,0.0,0.0,5637.0,Normal,,418905
1427,Gilbert,1Fam,1Story,4,7,1938,729.0,1453,1,3,2.0,0.0,0.0,22654.0,Normal,,242625
11,NorthAmes,1Fam,2Story,7,9,2010,1152.0,1043,1,4,2.0,,0.0,6427.0,Normal,,304911
148,CollgCr,TwnhsE,1.5Fin,1,6,1930,727.0,1894,3,3,2.0,0.0,0.0,4187.0,Normal,,223618
744,NorthAmes,1Fam,2Story,5,4,1975,1380.0,874,2,3,2.0,0.0,0.0,8209.0,Normal,,244520
283,NorthAmes,Duplex,2Story,7,9,1909,1495.0,898,2,4,1.0,0.0,0.0,17908.0,Normal,,250703
299,Mitchel,1Fam,2Story,7,3,1941,1318.0,1930,3,5,2.0,0.0,0.0,12166.0,Normal,,335905
722,Sawyer,1Fam,1Story,2,1,1966,711.0,1240,1,3,2.0,781.0,0.0,3445.0,Normal,,195241
292,NorthAmes,Twnhs,1.5Fin,8,9,2018,1172.0,1546,1,3,3.0,0.0,0.0,6332.0,Normal,,326773
527,Sawyer,2fmCon,1Story,5,8,1959,,2220,2,2,2.0,0.0,0.0,3591.0,Normal,,348139
1059,Edwards,1Fam,1Story,7,8,1924,450.0,1631,2,3,3.0,0.0,0.0,10633.0,Normal,,301083
1375,NorthAmes,Duplex,SLvl,8,2,1998,823.0,1487,1,3,2.0,0.0,0.0,16908.0,Normal,,353647
571,Somerst,1Fam,1Story,7,7,2020,1136.0,1886,2,4,2.0,0.0,0.0,8178.0,Normal,,368441
523,Gilbert,1Fam,2Story,6,3,1965,1429.0,2044,2,3,2.0,0.0,0.0,5817.0,Normal,,347351
130,Edwards,2fmCon,2Story,5,6,1936,698.0,1841,1,6,2.0,0.0,0.0,6299.0,Normal,Grvl,296431
598,Sawyer,1Fam,1.5Fin,8,9,1909,,1071,2,3,3.0,0.0,0.0,4967.0,Normal,,305527
332,NorthAmes,1Fam,1Story,7,10,1978,1010.0,1593,1,3,3.0,,0.0,5173.0,Family,,338024
324,OldTown,1Fam,2Story,6,6,1903,495.0,1239,1,4,3.0,0.0,0.0,,Normal,Grvl,271956
1454,OldTown,1Fam,2Story,6,1,1951,501.0,2108,0,3,1.0,0.0,12451.0,29757.0,Normal,,346764
1019,OldTown,Duplex,1Story,6,1,1928,1269.0,1408,2,4,3.0,0.0,0.0,6903.0,Abnorml,,284965
652,NorthAmes,1Fam,SLvl,7,2,1970,1154.0,2164,1,3,3.0,0.0,0.0,14232.0,Normal,,395453
136,OldTown,1Fam,2Story,8,10,1958,694.0,1338,2,2,2.0,0.0,0.0,17587.0,Normal,,322190
545,NorthAmes,1Fam,1.5Fin,3,7,1946,870.0,1171,2,4,2.0,630.0,0.0,2354.0,Normal,,246061
947,NorthAmes,1Fam,1.5Fin,7,3,2022,288.0,1617,2,4,2.0,0.0,0.0,3779.0,Normal,,310497
681,Mitchel,1Fam,1.5Fin,6,8,1953,961.0,1423,2,3,4.0,0.0,0.0,11624.0,Normal,,287629
712,NorthAmes,TwnhsE,2Story,8,8,1953,756.0,1741,2,3,2.0,0.0,0.0,7720.0,Normal,,355807
159,Somerst,1Fam,1.5Fin,6,1,1965,1381.0,1097,1,3,2.0,0.0,0.0,4466.0,Normal,,298218
853,Edwards,TwnhsE,1Story,7,2,2009,1154.0,1773,3,3,2.0,186.0,0.0,5891.0,Normal,,373566
1493,OldTown,1Fam,2Story,9,10,1951,1331.0,1528,2,6,2.0,0.0,0.0,6111.0,Normal,,348978
196,OldTown,TwnhsE,1Story,8,2,2005,537.0,2275,2,3,2.0,0.0,0.0,9824.0,Normal,,405519
1487,CollgCr,1Fam,1Story,5,9,1912,1738.0,1450,1,3,2.0,0.0,0.0,3987.0,Normal,,285730
530,Somerst,1Fam,SLvl,4,3,1983,1171.0,1303,1,6,2.0,0.0,0.0,5155.0,Normal,,268541
411,Mitchel,1Fam,SFoyer,8,7,1921,1294.0,2193,1,3,2.0,0.0,0.0,11565.0,Normal,,362708
97,NorthAmes,2fmCon,2Story,6,8,2018,1597.0,1747,2,2,2.0,0.0,0.0,9396.0,Abnorml,,361288
603,CollgCr,1Fam,1Story,6,10,1987,899.0,1152,2,2,,0.0,0.0,12516.0,Normal,,300817
157,Somerst,Twnhs,1.5Fin,6,4,2002,719.0,1567,2,4,2.0,0.0,0.0,20596.0,Normal,,316727
420,Mitchel,1Fam,1Story,6,7,1937,550.0,1311,1,3,,0.0,0.0,8381.0,Normal,,226749
661,NWAmes,1Fam,1Story,2,3,1943,861.0,1055,3,5,2.0,0.0,0.0,6082.0,Normal,,160644
478,Edwards,1Fam,1Story,7,7,1930,648.0,1879,1,3,2.0,0.0,0.0,9467.0,Normal,,336628
629,CollgCr,1Fam,1Story,8,6,1922,716.0,1786,1,3,3.0,0.0,0.0,8332.0,Normal,,339111
880,NorthAmes,1Fam,2Story,6,6,1966,,1604,2,5,2.0,0.0,0.0,14679.0,Normal,,281333
966,Sawyer,2fmCon,2Story,8,2,1947,1336.0,1854,1,3,1.0,0.0,3094.0,16648.0,Normal,,366018
448,Sawyer,1Fam,1Story,7,7,1906,1178.0,1488,1,3,4.0,0.0,0.0,5064.0,Normal,,323339
179,Sawyer,1Fam,1.5Fin,1,8,1959,944.0,1899,2,4,2.0,0.0,0.0,7098.0,Normal,,247889
391,NWAmes,1Fam,1Story,10,6,1935,712.0,1718,2,4,3.0,0.0,0.0,5170.0,Normal,,367869
1318,NorthAmes,1Fam,1.5Fin,5,8,1922,853.0,1647,0,3,1.0,0.0,0.0,6956.0,Normal,,229652
1145,CollgCr,1Fam,2Story,8,2,1900,832.0,1064,1,6,1.0,0.0,0.0,7431.0,Normal,,234722
1269,CollgCr,1Fam,2Story,5,3,1925,958.0,1293,1,3,2.0,0.0,0.0,5609.0,Normal,,262493
1079,Sawyer,TwnhsE,1Story,7,1,1931,905.0,1612,1,4,2.0,0.0,0.0,17160.0,Normal,,300445
1421,NorthAmes,1Fam,2Story,6,7,2021,1133.0,1212,2,4,2.0,251.0,0.0,10605.0,Normal,,257348
888,NridgHt,Twnhs,1Story,6,2,2009,1360.0,1130,1,3,1.0,0.0,0.0,6770.0,Normal,,288419
933,NorthAmes,1Fam,1.5Fin,4,3,1903,261.0,1490,1,4,,0.0,6911.0,3928.0,Partial,,233501
814,CollgCr,1Fam,1.5Fin,7,6,2003,841.0,1699,2,4,3.0,0.0,0.0,8939.0,Normal,,323743
768,NridgHt,1Fam,1Story,7,3,1985,677.0,1627,1,4,1.0,0.0,0.0,19641.0,Abnorml,,297146
812,Somerst,1Fam,2Story,9,9,1964,,2218,1,3,2.0,0.0,0.0,6503.0,Normal,,418877
295,Sawyer,1Fam,2Story,5,7,1963,967.0,1585,2,4,3.0,0.0,0.0,9686.0,Partial,,298750
562,CollgCr,1Fam,2Story,9,9,1965,641.0,1445,3,2,2.0,0.0,0.0,22872.0,Normal,,360683
900,Mitchel,2fmCon,1Story,7,2,2021,743.0,1527,2,3,3.0,0.0,0.0,5385.0,Normal,,287726
89,CollgCr,1Fam,2Story,4,1,1903,707.0,1168,2,2,2.0,0.0,,6217.0,Normal,,211509
1008,Sawyer,1Fam,1Story,3,9,2000,805.0,1997,1,5,,449.0,0.0,11132.0,Normal,,279898
1232,NWAmes,1Fam,2Story,6,3,1954,1404.0,2174,2,4,0.0,0.0,0.0,4085.0,AdjLand,,349268
1490,CollgCr,1Fam,1Story,6,8,1973,871.0,2464,2,3,1.0,0.0,10786.0,15234.0,Abnorml,,375634
716,NWAmes,1Fam,2Story,2,7,1953,1163.0,1606,2,3,2.0,0.0,0.0,14067.0,Normal,,215182
1417,CollgCr,1Fam,SFoyer,3,5,1988,1015.0,1429,1,4,,379.0,0.0,8337.0,Normal,,242233
719,NridgHt,1Fam,1Story,6,7,1998,1348.0,2339,1,3,4.0,0.0,0.0,6756.0,Normal,,413508
974,NorthAmes,1Fam,1Story,6,8,1929,1409.0,947,3,4,2.0,0.0,0.0,5847.0,Family,,266715
291,Somerst,Duplex,2Story,7,8,1906,,749,2,3,2.0,0.0,0.0,7302.0,Abnorml,,260307
1448,Somerst,1Fam,1Story,5,8,1903,1188.0,500,2,3,2.0,0.0,0.0,10863.0,Normal,,187938
614,NorthAmes,1Fam,2Story,7,10,1921,587.0,1099,2,4,2.0,0.0,0.0,4615.0,Normal,,258049
349,NWAmes,1Fam,1Story,6,4,1984,819.0,1887,1,3,3.0,0.0,0.0,5657.0,Partial,Grvl,326956
586,Somerst,1Fam,1Story,6,6,1956,1515.0,1011,2,3,2.0,0.0,0.0,9173.0,Normal,,281137
1442,OldTown,1Fam,2Story,3,6,1962,913.0,1313,2,4,1.0,0.0,0.0,14570.0,Normal,,219735
713,CollgCr,1Fam,1Story,5,9,1987,1165.0,1852,1,3,3.0,0.0,0.0,6170.0,Normal,,321237
856,CollgCr,1Fam,2Story,3,5,1991,1038.0,1604,1,3,1.0,0.0,0.0,6091.0,Normal,,266915
618,Somerst,1Fam,SLvl,8,3,1999,1464.0,1102,1,2,2.0,0.0,0.0,11647.0,Abnorml,,347166
459,NridgHt,1Fam,1Story,7,3,1982,529.0,1922,2,1,2.0,0.0,0.0,6143.0,Normal,,341266
376,OldTown,TwnhsE,1Story,7,1,1951,1257.0,2058,1,5,2.0,0.0,0.0,5521.0,Abnorml,,368497
334,CollgCr,1Fam,1.5Fin,7,4,1906,1424.0,1614,2,2,2.0,0.0,0.0,5775.0,Alloca,,312973
782,NorthAmes,1Fam,SLvl,6,6,1927,,1228,1,4,2.0,0.0,0.0,,Normal,,265011
1352,Gilbert,1Fam,1Story,9,4,2016,834.0,1833,1,5,2.0,0.0,0.0,3291.0,Normal,,396621
1410,NorthAmes,TwnhsE,SFoyer,9,6,1933,1110.0,2002,3,4,4.0,0.0,0.0,7147.0,Normal,,399259
1419,NWAmes,1Fam,1Story,6,8,1905,1486.0,1539,2,5,1.0,0.0,0.0,17400.0,Normal,,286034
585,NorthAmes,TwnhsE,2Story,6,7,1930,932.0,1279,2,3,2.0,0.0,0.0,8874.0,Normal,,285829
329,CollgCr,2fmCon,1Story,10,8,1958,716.0,1460,1,4,2.0,0.0,0.0,11070.0,Normal,,320328
319,CollgCr,1Fam,SLvl,4,8,1947,674.0,1415,2,3,2.0,0.0,0.0,9528.0,Normal,,242701
1178,OldTown,2fmCon,1.5Fin,6,9,1927,275.0,874,2,1,2.0,,,7714.0,Normal,,207349
983,Gilbert,1Fam,2Story,6,7,1989,1390.0,2297,2,2,3.0,0.0,0.0,4996.0,Normal,,385711
13,NorthAmes,1Fam,1Story,7,5,2018,1188.0,1213,2,4,2.0,0.0,0.0,9145.0,Partial,,304692
172,NorthAmes,1Fam,2Story,8,4,2001,1090.0,1353,2,5,1.0,0.0,0.0,5388.0,Abnorml,,317849
261,CollgCr,2fmCon,1Story,2,9,1927,735.0,2155,1,4,2.0,0.0,0.0,5097.0,Normal,,266972
848,NridgHt,1Fam,1Story,7,8,1903,790.0,1154,1,3,0.0,266.0,0.0,27657.0,Normal,,261936
889,OldTown,1Fam,1Story,8,5,2019,1383.0,1856,1,4,3.0,0.0,0.0,10887.0,Normal,,407074
1142,NridgHt,1Fam,1Story,4,5,2012,1240.0,1412,2,4,3.0,0.0,0.0,,Normal,,276978
139,NWAmes,1Fam,SLvl,7,5,1915,1287.0,2325,1,3,,0.0,0.0,12170.0,Normal,Grvl,387314
550,Sawyer,1Fam,SLvl,5,9,1921,985.0,1562,1,4,2.0,,,5990.0,Abnorml,,270069
1358,NorthAmes,TwnhsE,1Story,8,9,1924,,1407,2,2,3.0,0.0,0.0,9856.0,Normal,,317734
874,Edwards,1Fam,SLvl,5,5,1913,735.0,1700,2,4,2.0,0.0,0.0,5622.0,Normal,,264231
959,CollgCr,1Fam,SFoyer,4,6,2022,1506.0,1699,1,3,2.0,0.0,0.0,10773.0,Normal,,323100
559,Edwards,Twnhs,1Story,7,7,1931,667.0,1605,2,3,3.0,0.0,0.0,9869.0,Normal,,323543
140,Edwards,Duplex,2Story,10,5,1961,707.0,1072,2,4,2.0,0.0,0.0,4378.0,Normal,,320883
1213,NridgHt,1Fam,1Story,5,4,1924,1055.0,1699,1,3,,0.0,0.0,5657.0,Normal,,282576
902,NWAmes,1Fam,2Story,5,7,1963,430.0,1570,2,3,0.0,0.0,,6656.0,Normal,,237645
225,Somerst,TwnhsE,2Story,9,5,1985,1802.0,1125,1,2,2.0,0.0,0.0,6399.0,Normal,,357132
606,NridgHt,1Fam,2Story,9,10,1957,459.0,2157,1,2,2.0,0.0,0.0,20710.0,Normal,,375620
410,Gilbert,1Fam,1.5Fin,7,3,1999,502.0,1557,2,3,2.0,0.0,0.0,10479.0,Abnorml,,308837
326,NorthAmes,1Fam,1Story,5,9,2017,1394.0,1676,2,1,3.0,0.0,0.0,4415.0,Normal,,327188
300,OldTown,1Fam,1.5Fin,7,5,1981,935.0,1508,1,3,,0.0,0.0,11101.0,Normal,,321416
915,NridgHt,Duplex,1Story,7,7,1906,564.0,1907,2,4,2.0,0.0,0.0,7726.0,Normal,,321727
1054,NridgHt,1Fam,1Story,7,10,1921,813.0,1655,2,5,2.0,0.0,0.0,,Abnorml,,319616
1047,Sawyer,1Fam,1Story,3,6,2022,1398.0,948,2,2,2.0,0.0,0.0,11227.0,Normal,,225514
1420,CollgCr,1Fam,1.5Fin,8,4,1920,1049.0,2018,1,3,3.0,0.0,,10445.0,Abnorml,,379227
977,NWAmes,TwnhsE,SLvl,8,2,1965,650.0,1407,1,3,2.0,0.0,0.0,6462.0,Normal,,316122
901,OldTown,1Fam,SLvl,8,6,1937,894.0,1211,1,6,3.0,0.0,0.0,9743.0,Normal,,332469
574,NorthAmes,1Fam,1Story,5,5,1919,1404.0,1578,2,3,3.0,0.0,0.0,7262.0,Normal,,296174
504,Sawyer,1Fam,2Story,4,1,2005,290.0,1376,1,3,3.0,0.0,0.0,10737.0,Normal,,235590
1245,Edwards,2fmCon,1Story,7,1,2004,928.0,500,3,4,2.0,0.0,0.0,5856.0,Normal,,264974
4,NridgHt,1Fam,1.5Fin,5,8,1993,1568.0,1498,1,4,,0.0,0.0,17352.0,Normal,,304054
786,Gilbert,1Fam,SLvl,7,1,1982,1583.0,1684,0,3,1.0,0.0,0.0,13910.0,Normal,,352208
468,Gilbert,1Fam,2Story,7,6,1965,685.0,1439,2,5,1.0,0.0,0.0,11834.0,Partial,,280596
322,NorthAmes,1Fam,2Story,9,8,1959,794.0,1530,2,3,3.0,0.0,0.0,10911.0,Normal,,346029
6,Somerst,1Fam,SFoyer,8,8,2002,1137.0,1318,2,3,2.0,0.0,0.0,7207.0,Normal,,356677
1151,Edwards,1Fam,1.5Fin,4,1,1955,,1136,1,3,3.0,0.0,0.0,4935.0,Normal,,267788
548,NWAmes,1Fam,2Story,7,1,1979,1099.0,1496,1,2,1.0,0.0,0.0,7320.0,Normal,,317469
773,Edwards,Duplex,1.5Fin,8,7,1971,1312.0,1229,2,3,2.0,0.0,0.0,11116.0,Normal,,342954
40,NorthAmes,1Fam,1Story,9,4,1961,1068.0,500,1,3,4.0,652.0,0.0,8941.0,Normal,,294626
543,Somerst,TwnhsE,2Story,5,4,2017,878.0,1290,2,4,1.0,0.0,0.0,10560.0,Normal,,266712
243,CollgCr,Twnhs,2Story,5,2,1986,1419.0,1528,1,4,2.0,0.0,0.0,10430.0,Normal,,307453
137,Edwards,1Fam,2Story,6,7,1979,927.0,1117,2,4,3.0,0.0,0.0,5477.0,Normal,,293064
1212,Mitchel,Duplex,2Story,5,3,1968,291.0,2112,3,4,3.0,,0.0,5730.0,Normal,,305809
622,CollgCr,1Fam,SFoyer,5,8,1932,1609.0,1813,1,4,2.0,0.0,0.0,10257.0,Normal,,352430
799,CollgCr,1Fam,1Story,7,4,1910,,1760,1,1,1.0,0.0,0.0,8218.0,Abnorml,,325908
1480,OldTown,1Fam,1Story,6,2,1910,,1579,3,3,2.0,0.0,0.0,6511.0,Normal,,283478
1088,Somerst,Twnhs,1Story,8,7,2022,671.0,1418,2,3,1.0,0.0,0.0,9130.0,Normal,,324284
1474,CollgCr,1Fam,1Story,10,1,2011,1166.0,2294,1,3,2.0,0.0,0.0,8162.0,Family,,432465
1395,NridgHt,1Fam,SLvl,8,2,1915,862.0,1703,1,3,3.0,0.0,0.0,6750.0,Normal,Pave,343729
582,Somerst,1Fam,2Story,5,5,2017,1490.0,1740,2,4,2.0,0.0,0.0,6583.0,Alloca,,332661
786,Gilbert,1Fam,SLvl,7,1,1982,1583.0,1684,0,3,1.0,0.0,0.0,13910.0,Normal,,352208
850,NorthAmes,1Fam,1Story,5,10,1995,995.0,1343,1,3,2.0,0.0,0.0,6213.0,Normal,,265422
1418,NWAmes,TwnhsE,1Story,7,8,1944,357.0,1767,1,3,1.0,0.0,0.0,9267.0,Normal,,313725
377,Edwards,2fmCon,1Story,6,10,1918,273.0,1275,2,5,3.0,0.0,0.0,12533.0,Normal,,264356
315,Mitchel,2fmCon,1Story,7,3,2007,1176.0,1392,2,4,,0.0,0.0,15564.0,Normal,,335393
443,Sawyer,TwnhsE,1Story,7,7,1976,602.0,1607,1,2,2.0,,0.0,2882.0,Normal,Pave,318545
320,NorthAmes,1Fam,1Story,5,3,1941,,1105,0,4,2.0,0.0,0.0,7592.0,AdjLand,,248200
968,Mitchel,1Fam,2Story,3,6,1989,1379.0,1515,2,3,2.0,0.0,0.0,19939.0,Abnorml,,265453
820,NorthAmes,1Fam,1.5Fin,6,10,2019,1550.0,1059,1,4,0.0,271.0,0.0,13804.0,Normal,,304543
1444,NorthAmes,Twnhs,SLvl,8,5,1908,996.0,1423,2,5,2.0,0.0,0.0,4236.0,Normal,,297399
425,NridgHt,1Fam,2Story,8,4,1956,872.0,2329,2,4,2.0,0.0,0.0,11189.0,Normal,Pave,391339
554,OldTown,1Fam,2Story,6,10,2006,1161.0,1378,0,2,1.0,0.0,0.0,9202.0,Normal,Grvl,307766
595,Sawyer,1Fam,2Story,2,2,2002,1750.0,1915,1,4,2.0,0.0,7229.0,13612.0,Normal,,285487
924,NorthAmes,1Fam,1Story,3,9,1952,1019.0,1482,2,3,1.0,0.0,0.0,5709.0,Normal,,218870
673,NorthAmes,TwnhsE,1.5Fin,6,3,1996,1090.0,1372,2,3,2.0,,0.0,6827.0,Normal,,308880
1365,NWAmes,1Fam,1.5Fin,2,3,1937,1298.0,1663,2,3,,0.0,0.0,14739.0,Normal,,245467
1244,Gilbert,1Fam,2Story,6,6,1987,203.0,1723,2,6,2.0,0.0,0.0,4878.0,Normal,,321950
1366,NWAmes,TwnhsE,1Story,9,10,1905,681.0,1376,3,2,2.0,227.0,0.0,,Normal,,294452
228,Edwards,1Fam,2Story,7,7,1934,1553.0,1823,2,3,2.0,0.0,0.0,4727.0,Normal,,375340
737,NridgHt,1Fam,2Story,6,4,1932,312.0,1505,2,5,2.0,0.0,0.0,9209.0,Normal,,250807
1252,Edwards,2fmCon,1.5Fin,7,3,1955,1231.0,2129,1,2,2.0,0.0,0.0,12292.0,Normal,,367562
1010,Gilbert,Duplex,1Story,6,4,2017,1731.0,971,1,3,2.0,0.0,0.0,6200.0,Normal,,293847
711,Edwards,1Fam,1Story,4,7,2010,385.0,999,2,2,3.0,0.0,0.0,9004.0,Normal,,233889
67,CollgCr,TwnhsE,SLvl,7,9,2019,1038.0,1526,2,3,3.0,0.0,0.0,7816.0,Normal,,327630
394,NridgHt,1Fam,1Story,9,2,1995,934.0,1456,2,3,3.0,,0.0,20246.0,Normal,,352531
580,NridgHt,1Fam,1Story,8,10,1935,1389.0,1319,3,5,2.0,0.0,0.0,14355.0,Normal,,321275
1230,Edwards,1Fam,1Story,10,2,2010,1521.0,1305,1,4,,0.0,0.0,24471.0,Normal,,380698
212,CollgCr,1Fam,2Story,6,1,2005,1447.0,1451,0,4,2.0,0.0,0.0,14296.0,Normal,,323980
1363,OldTown,1Fam,1Story,6,6,1974,,1059,1,4,2.0,0.0,0.0,8602.0,Abnorml,,269682
808,Mitchel,1Fam,1.5Fin,6,3,2001,852.0,1426,2,3,3.0,0.0,0.0,6378.0,Normal,,304786
537,Mitchel,1Fam,1Story,5,8,1941,1050.0,1656,1,4,1.0,0.0,6590.0,5270.0,Normal,,284059
1049,Gilbert,Duplex,2Story,6,2,1967,1108.0,1908,2,2,1.0,0.0,0.0,16954.0,Normal,,338525
1349,OldTown,TwnhsE,SLvl,8,10,1919,1412.0,1256,1,1,1.0,0.0,0.0,4091.0,Abnorml,,300366
86,Somerst,Duplex,1Story,8,8,1963,1835.0,1777,2,3,2.0,0.0,0.0,6305.0,Abnorml,,383728
1379,Somerst,1Fam,2Story,5,4,1917,1107.0,1616,3,2,2.0,0.0,0.0,5986.0,Normal,,286208
273,OldTown,1Fam,SFoyer,10,9,1957,,1250,2,2,0.0,0.0,0.0,14495.0,Normal,,326797
980,Edwards,1Fam,1.5Fin,8,7,1993,1632.0,1777,3,4,2.0,0.0,0.0,11851.0,Normal,,378148
683,NridgHt,Duplex,1.5Fin,5,4,1986,1291.0,1427,1,2,2.0,0.0,0.0,6233.0,Abnorml,,267252
1380,CollgCr,1Fam,1.5Fin,6,5,1963,919.0,1425,1,3,2.0,0.0,0.0,20191.0,Normal,,307124
631,OldTown,1Fam,2Story,9,4,2008,724.0,1675,3,3,2.0,0.0,0.0,3476.0,Partial,Grvl,358554
1050,NorthAmes,1Fam,1.5Fin,6,2,2012,605.0,2335,2,2,2.0,0.0,0.0,16155.0,Normal,,380194
1429,NorthAmes,Duplex,1Story,6,3,2005,868.0,2131,1,3,2.0,0.0,0.0,7254.0,Normal,,359209
506,NorthAmes,1Fam,2Story,5,9,1903,883.0,1585,1,3,1.0,0.0,0.0,6351.0,Normal,,227339
274,Somerst,1Fam,SFoyer,6,6,1993,874.0,1577,2,3,2.0,0.0,0.0,8144.0,Normal,,329197
745,Sawyer,1Fam,1Story,6,7,1983,1116.0,2146,2,3,4.0,0.0,0.0,10496.0,Normal,,356100
363,Somerst,1Fam,2Story,6,2,1915,675.0,1817,1,4,2.0,0.0,0.0,7674.0,Normal,,317497
623,Mitchel,1Fam,1.5Fin,5,4,1944,548.0,1492,1,3,,0.0,0.0,20764.0,Family,,254191
3,NorthAmes,Duplex,SLvl,9,2,2021,650.0,1172,2,3,2.0,0.0,0.0,11201.0,Normal,,319817
7,Mitchel,1Fam,1Story,7,9,1994,1556.0,1778,3,5,2.0,0.0,0.0,17847.0,Normal,,355122
312,NorthAmes,TwnhsE,1Story,7,6,1915,889.0,1558,1,3,2.0,0.0,0.0,14036.0,Normal,,300867
1109,NorthAmes,1Fam,1Story,6,4,1918,1048.0,1858,1,1,2.0,0.0,0.0,5931.0,Normal,,327056
666,Sawyer,1Fam,2Story,9,4,2015,765.0,1093,0,3,3.0,0.0,0.0,8545.0,Normal,,358534
969,Edwards,TwnhsE,1Story,4,6,1947,356.0,1773,2,2,2.0,0.0,0.0,7942.0,AdjLand,,272812
808,Mitchel,1Fam,1.5Fin,6,3,2001,852.0,1426,2,3,3.0,0.0,0.0,6378.0,Normal,,304786
216,NWAmes,1Fam,1Story,5,7,1995,1335.0,1463,2,6,2.0,0.0,0.0,11842.0,Normal,,306928
